"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessName","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"taskhostw","1","330","2203609522176","22495232","11993088","42664","C:\WINDOWS\system32\taskhostw.exe","taskhostw.exe {222A245B-E637-4AE9-A93F-A59CA119A75E}",,"Microsoft Corporation","13.125","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Host Process for Windows Tasks","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5076","8",,"False","11/20/2023 12:50:08 PM",,"3300",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","42664","42664","11993088","11993088","227592","227592","13074432","13074432","24211456","24211456","2203614318592","296095744","True","Normal","11993088","11993088","taskhostw","255","1",,"System.Diagnostics.ProcessThreadCollection","330","2203609522176","291299328","False",,,,"22495232","22495232",,"System.Diagnostics.ProcessModule (taskhostw.exe)","00:00:07.3125000","00:00:13.1250000","00:00:05.8125000","0","","True",,
"taskhostw","1","457","2203515744256","24920064","10047488","26352",,,,,"0.984375",,,,,"Process",,,"8",,"False","11/22/2023 11:55:17 AM",,"13460",".",,,,"26352","26352","10047488","10047488","314240","314240","10362880","10362880","29777920","29777920","2203520454656","202231808",,,"10047488","10047488","taskhostw",,"1",,"System.Diagnostics.ProcessThreadCollection","457","2203515744256","197521408","False",,,,"24920064","24920064",,,"00:00:00.6875000","00:00:00.9843750","00:00:00.2968750","0","","True",,
"TbtP2pShortcutService","0","126","2203400339456","4841472","1310720","7808",,,,,,,,,,"Process",,,"8",,,,,"4640",".",,,,"7808","7808","1310720","1310720","90824","90824","1449984","1449984","6062080","6062080","2203405582336","87359488",,,"1310720","1310720","TbtP2pShortcutService",,"0",,"System.Diagnostics.ProcessThreadCollection","126","2203400339456","82116608","False",,,,"4841472","4841472",,,,,,"0","","True",,
"Teams","1","269","2238030176256","79978496","12476416","16904","C:\Users\esteb\AppData\Local\Microsoft\Teams\current\Teams.exe","""C:\Users\esteb\AppData\Local\Microsoft\Teams\current\Teams.exe"" --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=audio --enable-wer --user-data-dir=""C:\Users\esteb\AppData\Roaming\Microsoft\Teams"" --ms-teams-less-cors=522133263 --mojo-platform-channel-handle=4524 --field-trial-handle=1128,i,10324288507746824753,1387182860392697577,131072 --enable-features=ContextBridgeMutability,SharedArrayBuffer,WinUseBrowserSpellChecker,WinUseHybridSpellChecker --disable-features=CalculateNativeWinOcclusion,ExtraCookieValidityChecks,ForcedColors,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand /prefetch:8","System.Diagnostics.Process (Teams)","Microsoft Corporation","0.390625","1.6.00.29964","1.6.00.29964","Microsoft Teams","Microsoft Teams","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2224","8",,"False","11/27/2023 5:25:56 AM",,"14292",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","16904","16904","12476416","12476416","495624","495624","12607488","12607488","83812352","83812352","2238046986240","369025024","True","Normal","12476416","12476416","Teams","255","1",,"System.Diagnostics.ProcessThreadCollection","269","2238030176256","352215040","False",,,,"79978496","79978496",,"System.Diagnostics.ProcessModule (Teams.exe)","00:00:00.1562500","00:00:00.3906250","00:00:00.2343750","0","","True",,
"Teams","1","1915","2248514306048","352849920","621436928","83984","C:\Users\esteb\AppData\Local\Microsoft\Teams\current\Teams.exe","""C:\Users\esteb\AppData\Local\Microsoft\Teams\current\Teams.exe"" --type=renderer --enable-wer --user-data-dir=""C:\Users\esteb\AppData\Roaming\Microsoft\Teams"" --ms-teams-less-cors=522133263 --app-user-model-id=com.squirrel.Teams.Teams --app-path=""C:\Users\esteb\AppData\Local\Microsoft\Teams\current\resources\app.asar"" --no-sandbox --no-zygote --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --lang=en-US --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=12 --launch-time-ticks=745178819688 --mojo-platform-channel-handle=4864 --field-trial-handle=1128,i,10324288507746824753,1387182860392697577,131072 --enable-features=ContextBridgeMutability,SharedArrayBuffer,WinUseBrowserSpellChecker,WinUseHybridSpellChecker --disable-features=CalculateNativeWinOcclusion,ExtraCookieValidityChecks,ForcedColors,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand --msteams-process-type=pluginHost /prefetch:1","System.Diagnostics.Process (Teams)","Microsoft Corporation","799.125","1.6.00.29964","1.6.00.29964","Microsoft Teams","Microsoft Teams","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3996","8",,"False","11/27/2023 5:26:51 AM",,"15148",".","256057344","254849024","System.Diagnostics.ProcessModuleCollection","83984","83984","621436928","621436928","1635056","1635056","649306112","649306112","536244224","536244224","2248760926208","-1801936896","True","Normal","621436928","621436928","Teams","255","1",,"System.Diagnostics.ProcessThreadCollection","1915","2248514306048","-2048557056","False",,,,"352849920","352849920",,"System.Diagnostics.ProcessModule (Teams.exe)","00:00:35.0156250","00:13:19.1250000","00:12:44.1093750","0","","True",,
"Teams","1","280","2251107479552","95019008","24690688","16424",,,,,,,,,,"Process",,,"8",,"True",,,"16244",".",,,,"16424","16424","24690688","24690688","476432","476432","24879104","24879104","95191040","95191040","2251108360192","545497088",,,"24690688","24690688","Teams",,"1",,"System.Diagnostics.ProcessThreadCollection","280","2251107479552","544616448","False",,,,"95019008","95019008",,,,,,"0","","True",,
"Teams","1","1412","2243026931712","181833728","96374784","54888","C:\Users\esteb\AppData\Local\Microsoft\Teams\current\Teams.exe","""C:\Users\esteb\AppData\Local\Microsoft\Teams\current\Teams.exe""",,"Microsoft Corporation","30.609375","1.6.00.29964","1.6.00.29964","Microsoft Teams","Microsoft Teams","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5344","8",,"False","11/27/2023 5:25:55 AM",,"17464",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","54888","54888","96374784","96374784","1006376","1006376","124911616","124911616","235008000","235008000","2243184189440","1211260928","True","Normal","96374784","96374784","Teams","255","1",,"System.Diagnostics.ProcessThreadCollection","1412","2243026931712","1054003200","False",,,,"181833728","181833728",,"System.Diagnostics.ProcessModule (Teams.exe)","00:00:13.9531250","00:00:30.6093750","00:00:16.6562500","1114220","","True",,
"Teams","1","315","2238072741888","85057536","18231296","21232","C:\Users\esteb\AppData\Local\Microsoft\Teams\current\Teams.exe","""C:\Users\esteb\AppData\Local\Microsoft\Teams\current\Teams.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --enable-wer --user-data-dir=""C:\Users\esteb\AppData\Roaming\Microsoft\Teams"" --ms-teams-less-cors=522133263 --mojo-platform-channel-handle=2196 --field-trial-handle=1128,i,10324288507746824753,1387182860392697577,131072 --enable-features=ContextBridgeMutability,SharedArrayBuffer,WinUseBrowserSpellChecker,WinUseHybridSpellChecker --disable-features=CalculateNativeWinOcclusion,ExtraCookieValidityChecks,ForcedColors,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand /prefetch:8","System.Diagnostics.Process (Teams)","Microsoft Corporation","4.78125","1.6.00.29964","1.6.00.29964","Microsoft Teams","Microsoft Teams","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6140","8",,"False","11/27/2023 5:25:55 AM",,"18000",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","21232","21232","18231296","18231296","521672","521672","21999616","21999616","98209792","98209792","2238132248576","454287360","True","Normal","18231296","18231296","Teams","255","1",,"System.Diagnostics.ProcessThreadCollection","315","2238072741888","394780672","False",,,,"85057536","85057536",,"System.Diagnostics.ProcessModule (Teams.exe)","00:00:01.7656250","00:00:04.7812500","00:00:03.0156250","0","","True",,
"Teams","1","340","2246825259008","80265216","26300416","19144","C:\Users\esteb\AppData\Local\Microsoft\Teams\current\Teams.exe","""C:\Users\esteb\AppData\Local\Microsoft\Teams\current\Teams.exe"" --type=renderer --enable-wer --user-data-dir=""C:\Users\esteb\AppData\Roaming\Microsoft\Teams"" --ms-teams-less-cors=522133263 --app-user-model-id=com.squirrel.Teams.Teams --app-path=""C:\Users\esteb\AppData\Local\Microsoft\Teams\current\resources\app.asar"" --enable-sandbox --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --lang=en-US --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --launch-time-ticks=745123583356 --mojo-platform-channel-handle=2856 --field-trial-handle=1128,i,10324288507746824753,1387182860392697577,131072 --enable-features=ContextBridgeMutability,SharedArrayBuffer,WinUseBrowserSpellChecker,WinUseHybridSpellChecker --disable-features=CalculateNativeWinOcclusion,ExtraCookieValidityChecks,ForcedColors,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand --msteams-process-type=notificationsManager /prefetch:1","System.Diagnostics.Process (Teams)","Microsoft Corporation","0.125","1.6.00.29964","1.6.00.29964","Microsoft Teams","Microsoft Teams","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2300","8",,"False","11/27/2023 5:25:55 AM",,"20684",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","19144","19144","26300416","26300416","478800","478800","30429184","30429184","96694272","96694272","2246879592448","611696640","True","Normal","26300416","26300416","Teams","255","1",,"System.Diagnostics.ProcessThreadCollection","340","2246825259008","557363200","False",,,,"80265216","80265216",,"System.Diagnostics.ProcessModule (Teams.exe)","00:00:00.0312500","00:00:00.1250000","00:00:00.0937500","0","","True",,
"Teams","1","432","2251177078784","415223808","367636480","23768","C:\Users\esteb\AppData\Local\Microsoft\Teams\current\Teams.exe","""C:\Users\esteb\AppData\Local\Microsoft\Teams\current\Teams.exe"" --type=renderer --enable-wer --user-data-dir=""C:\Users\esteb\AppData\Roaming\Microsoft\Teams"" --ms-teams-less-cors=522133263 --app-user-model-id=com.squirrel.Teams.Teams --app-path=""C:\Users\esteb\AppData\Local\Microsoft\Teams\current\resources\app.asar"" --enable-sandbox --enable-blink-features --disable-blink-features --ms-allow-videorenderer --ms-allow-video-extensibility --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --lang=en-US --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=13 --launch-time-ticks=745179450454 --mojo-platform-channel-handle=4980 --field-trial-handle=1128,i,10324288507746824753,1387182860392697577,131072 --enable-features=ContextBridgeMutability,SharedArrayBuffer,WinUseBrowserSpellChecker,WinUseHybridSpellChecker --disable-features=CalculateNativeWinOcclusion,ExtraCookieValidityChecks,ForcedColors,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand --msteams-process-type=experience-renderer /prefetch:1","System.Diagnostics.Process (Teams)","Microsoft Corporation","225.109375","1.6.00.29964","1.6.00.29964","Microsoft Teams","Microsoft Teams","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6216","8",,"False","11/27/2023 5:26:51 AM",,"23312",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","23768","23768","367636480","367636480","534528","534528","473935872","473935872","523849728","523849728","2251617140736","1054277632","True","Normal","367636480","367636480","Teams","255","1",,"System.Diagnostics.ProcessThreadCollection","432","2251177078784","614215680","False",,,,"415223808","415223808",,"System.Diagnostics.ProcessModule (Teams.exe)","00:00:10.1406250","00:03:45.1093750","00:03:34.9687500","0","","True",,
"Teams","1","1153","2238984392704","268935168","516022272","36616","C:\Users\esteb\AppData\Local\Microsoft\Teams\current\Teams.exe","""C:\Users\esteb\AppData\Local\Microsoft\Teams\current\Teams.exe"" --type=gpu-process --user-data-dir=""C:\Users\esteb\AppData\Roaming\Microsoft\Teams"" --gpu-preferences=UAAAAAAAAADgAAAYAAAAAAAAAAAAAAAAAABgAAAAAAAwAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEgAAAAAAAAASAAAAAAAAAAYAAAAAgAAABAAAAAAAAAAGAAAAAAAAAAQAAAAAAAAAAAAAAAOAAAAEAAAAAAAAAABAAAADgAAAAgAAAAAAAAACAAAAAAAAAA= --mojo-platform-channel-handle=1688 --field-trial-handle=1128,i,10324288507746824753,1387182860392697577,131072 --enable-features=ContextBridgeMutability,SharedArrayBuffer,WinUseBrowserSpellChecker,WinUseHybridSpellChecker --disable-features=CalculateNativeWinOcclusion,ExtraCookieValidityChecks,ForcedColors,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand /prefetch:2","System.Diagnostics.Process (Teams)","Microsoft Corporation","34.71875","1.6.00.29964","1.6.00.29964","Microsoft Teams","Microsoft Teams","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4984","10",,"False","11/27/2023 5:25:55 AM",,"24432",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","36616","36616","516022272","516022272","1266472","1266472","576376832","576376832","445865984","445865984","2239057891328","1379930112","True","AboveNormal","516022272","516022272","Teams","255","1",,"System.Diagnostics.ProcessThreadCollection","1153","2238984392704","1306431488","False",,,,"268935168","268935168",,"System.Diagnostics.ProcessModule (Teams.exe)","00:00:06.4687500","00:00:34.7187500","00:00:28.2500000","0","","True",,
"Teams","1","433","2255502422016","302563328","305807360","22000","C:\Users\esteb\AppData\Local\Microsoft\Teams\current\Teams.exe","""C:\Users\esteb\AppData\Local\Microsoft\Teams\current\Teams.exe"" --type=renderer --enable-wer --user-data-dir=""C:\Users\esteb\AppData\Roaming\Microsoft\Teams"" --ms-teams-less-cors=522133263 --app-user-model-id=com.squirrel.Teams.Teams --app-path=""C:\Users\esteb\AppData\Local\Microsoft\Teams\current\resources\app.asar"" --enable-sandbox --ms-allow-videorenderer --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --lang=en-US --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=11 --launch-time-ticks=745174046962 --mojo-platform-channel-handle=3776 --field-trial-handle=1128,i,10324288507746824753,1387182860392697577,131072 --enable-features=ContextBridgeMutability,SharedArrayBuffer,WinUseBrowserSpellChecker,WinUseHybridSpellChecker --disable-features=CalculateNativeWinOcclusion,ExtraCookieValidityChecks,ForcedColors,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand --msteams-process-type=main-renderer --msteams-rendererid=main-renderer /prefetch:1","System.Diagnostics.Process (Teams)","Microsoft Corporation","260.046875","1.6.00.29964","1.6.00.29964","Microsoft Teams","Microsoft Teams","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2244","8",,"False","11/27/2023 5:26:46 AM",,"24688",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","22000","22000","305807360","305807360","485312","485312","644165632","644165632","709992448","709992448","2255594708992","736878592","True","Normal","305807360","305807360","Teams","255","1",,"System.Diagnostics.ProcessThreadCollection","433","2255502422016","644591616","False",,,,"302563328","302563328",,"System.Diagnostics.ProcessModule (Teams.exe)","00:00:12.6406250","00:04:20.0468750","00:04:07.4062500","0","","True",,
"Teams","1","305","2246804070400","86323200","24129536","17512","C:\Users\esteb\AppData\Local\Microsoft\Teams\current\Teams.exe","""C:\Users\esteb\AppData\Local\Microsoft\Teams\current\Teams.exe"" --type=renderer --enable-wer --user-data-dir=""C:\Users\esteb\AppData\Roaming\Microsoft\Teams"" --ms-teams-less-cors=522133263 --app-user-model-id=com.squirrel.Teams.Teams --app-path=""C:\Users\esteb\AppData\Local\Microsoft\Teams\current\resources\app.asar"" --enable-sandbox --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --lang=en-US --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=29 --launch-time-ticks=746618398036 --mojo-platform-channel-handle=2596 --field-trial-handle=1128,i,10324288507746824753,1387182860392697577,131072 --enable-features=ContextBridgeMutability,SharedArrayBuffer,WinUseBrowserSpellChecker,WinUseHybridSpellChecker --disable-features=CalculateNativeWinOcclusion,ExtraCookieValidityChecks,ForcedColors,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand --msteams-process-type=appSharingToolbar /prefetch:1","System.Diagnostics.Process (Teams)","Microsoft Corporation","0.328125","1.6.00.29964","1.6.00.29964","Microsoft Teams","Microsoft Teams","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3416","8",,"False","11/27/2023 5:50:50 AM",,"27184",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","17512","17512","24129536","24129536","472216","472216","28815360","28815360","100122624","100122624","2246879592448","611696640","True","Normal","24129536","24129536","Teams","255","1",,"System.Diagnostics.ProcessThreadCollection","305","2246804070400","536174592","False",,,,"86323200","86323200",,"System.Diagnostics.ProcessModule (Teams.exe)","00:00:00.0468750","00:00:00.3281250","00:00:00.2812500","0","","True",,
