"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessName","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"msedgewebview2","1","145","2272263524352","7294976","2215936","10736","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\119.0.2151.72\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\119.0.2151.72\msedgewebview2.exe"" --type=crashpad-handler --user-data-dir=C:\Users\esteb\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView /prefetch:7 /pfhostedapp:934d8363d34b4cbfd306622869903503797ece87 --monitor-self-annotation=ptype=crashpad-handler --database=C:\Users\esteb\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Crashpad --annotation=IsOfficialBuild=1 --annotation=channel= --annotation=chromium-version=119.0.6045.159 ""--annotation=exe=C:\Program Files (x86)\Microsoft\EdgeWebView\Application\119.0.2151.72\msedgewebview2.exe"" --annotation=plat=Win64 ""--annotation=prod=Edge WebView2"" --annotation=ver=119.0.2151.72 --initial-client-data=0x168,0x16c,0x170,0x144,0x178,0x7ffa5a772030,0x7ffa5a772040,0x7ffa5a772050","System.Diagnostics.Process (msedgewebview2)","Microsoft Corporation","0.078125","119.0.2151.72","119.0.2151.72","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4516","8",,"False","11/24/2023 1:07:46 AM",,"29448",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10736","10736","2215936","2215936","140792","140792","2351104","2351104","8351744","8351744","2272297078784","259379200","True","Normal","2215936","2215936","msedgewebview2","255","1",,"System.Diagnostics.ProcessThreadCollection","145","2272263524352","225824768","False",,,,"7294976","7294976",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:00:00.0468750","00:00:00.0781250","00:00:00.0312500","0","","True",,
"MsMpEng","0","1122","2204521775104","197283840","321409024","126592",,,,,,,,,,"Process",,,"8",,,,,"4544",".",,,,"126592","126592","321409024","321409024","646016","646016","962789376","962789376","891469824","891469824","2204885520384","1567297536",,,"321409024","321409024","MsMpEng",,"0",,"System.Diagnostics.ProcessThreadCollection","1122","2204521775104","1203552256","False",,,,"197283840","197283840",,,,,,"0","","True",,
"msteams","1","807","2238096130048","20172800","21639168","44112","C:\Program Files\WindowsApps\MicrosoftTeams_23285.3703.2471.4627_x64__8wekyb3d8bbwe\msteams.exe","""C:\Program Files\WindowsApps\MicrosoftTeams_23285.3703.2471.4627_x64__8wekyb3d8bbwe\msteams.exe"" ms-teams:system-initiated --restart-reason=3 --restart-count=1 --relaunch-uri=""https://teams.live.com/v2/?skipauthstrap=1#deepLink=default&source=RemoveAuthenticatedUserResolver""",,"Microsoft Corporation","1.0625","23285.3703.2471.4627","23285.3703.2471.4627","Microsoft Teams","Microsoft Teams","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1824","8",,"False","11/27/2023 5:25:32 AM",,"12564",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","44112","44112","21639168","21639168","542888","542888","66048000","66048000","102924288","102924288","2238368960512","690999296","True","Normal","21639168","21639168","msteams","255","1",,"System.Diagnostics.ProcessThreadCollection","807","2238096130048","418168832","False",,,,"20172800","20172800",,"System.Diagnostics.ProcessModule (msteams.exe)","00:00:00.5781250","00:00:01.0625000","00:00:00.4843750","0","","True",,
"NisSrv","0","221","2203431137280","9543680","4292608","13752",,,,,,,,,,"Process",,,"8",,,,,"7416",".",,,,"13752","13752","4292608","4292608","129856","129856","6184960","6184960","12623872","12623872","2203450036224","131813376",,,"4292608","4292608","NisSrv",,"0",,"System.Diagnostics.ProcessThreadCollection","221","2203431137280","112914432","False",,,,"9543680","9543680",,,,,,"0","","True",,
"Notepad","1","799","4836679680","63152128","48975872","37024","C:\Program Files\WindowsApps\Microsoft.WindowsNotepad_11.2309.28.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe","""C:\Program Files\WindowsApps\Microsoft.WindowsNotepad_11.2309.28.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe"" RestartByRestartManager:*",,"Microsoft Corporation","5.765625","11.2309.28.0","11.2309.28.0","Notepad.exe","Notepad","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","652","8",,"False","11/20/2023 12:51:39 PM",,"21472",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","37024","37024","48975872","48975872","1133496","1133496","73322496","73322496","109322240","109322240","4974755840","679788544","True","Normal","48975872","48975872","Notepad","255","1",,"System.Diagnostics.ProcessThreadCollection","799","4836679680","541712384","False",,,,"63152128","63152128",,"System.Diagnostics.ProcessModule (Notepad.exe)","00:00:03.7656250","00:00:05.7656250","00:00:02","198358","*ID116.txt - Notepad","True",,
"OneApp.IGCC.WinService","0","821","4947128320","43913216","29995008","44176",,,,,,,,,,"Process",,,"8",,,,,"4036",".",,,,"44176","44176","29995008","29995008","353184","353184","35217408","35217408","65646592","65646592","5006970880","712003584",,,"29995008","29995008","OneApp.IGCC.WinService",,"0",,"System.Diagnostics.ProcessThreadCollection","821","4947128320","652161024","False",,,,"43913216","43913216",,,,,,"0","","True",,
"OneDrive","1","4253","2207299944448","17362944","112492544","66232","C:\Users\esteb\AppData\Local\Microsoft\OneDrive\OneDrive.exe"," /updateInstalled /background",,"Microsoft Corporation","41.8125","23.226.1031.0003","23.226.1031.0003","Microsoft OneDrive","Microsoft OneDrive","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4916","8",,"False","11/20/2023 11:39:51 PM",,"24368",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","66232","66232","112492544","112492544","1163664","1163664","142438400","142438400","202883072","202883072","2207358562304","-254627840","True","Normal","112492544","112492544","OneDrive","255","1",,"System.Diagnostics.ProcessThreadCollection","4253","2207299944448","-313245696","False",,,,"17362944","17362944",,"System.Diagnostics.ProcessModule (OneDrive.exe)","00:00:26.4843750","00:00:41.8125000","00:00:15.3281250","0","","True",,
"pg_ctl","0","118","4385931264","5648384","1396736","8760",,,,,,,,,,"Process",,,"8",,,,,"4268",".",,,,"8760","8760","1396736","1396736","98120","98120","1507328","1507328","6795264","6795264","4402708480","107741184",,,"1396736","1396736","pg_ctl",,"0",,"System.Diagnostics.ProcessThreadCollection","118","4385931264","90963968","False",,,,"5648384","5648384",,,,,,"0","","True",,
"PhoneExperienceHost","1","1613","2481422954496","132218880","65683456","102640","C:\Program Files\WindowsApps\Microsoft.YourPhone_1.23092.158.0_x64__8wekyb3d8bbwe\PhoneExperienceHost.exe","""C:\Program Files\WindowsApps\Microsoft.YourPhone_1.23092.158.0_x64__8wekyb3d8bbwe\PhoneExperienceHost.exe"" -ComServer:Background -Embedding",,"Microsoft Corporation","2.046875","1.23092.158.0","1.23092.158","Microsoft Phone Link","Microsoft Phone Link","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4112","8",,"False","11/23/2023 3:54:19 PM",,"27044",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","102640","102640","65683456","65683456","1190816","1190816","68190208","68190208","165847040","165847040","2481438928896","-1052168192","True","Normal","65683456","65683456","PhoneExperienceHost","255","1",,"System.Diagnostics.ProcessThreadCollection","1613","2481422954496","-1068142592","False",,,,"132218880","132218880",,"System.Diagnostics.ProcessModule (PhoneExperienceHost.exe)","00:00:00.9062500","00:00:02.0468750","00:00:01.1406250","0","","True",,
"postgres","0","359","4572250112","9400320","3006464","10992",,,,,,,,,,"Process",,,"8",,,,,"4716",".",,,,"10992","10992","3006464","3006464","484584","484584","3100672","3100672","11124736","11124736","4622581760","327614464",,,"3006464","3006464","postgres",,"0",,"System.Diagnostics.ProcessThreadCollection","359","4572250112","277282816","False",,,,"9400320","9400320",,,,,,"0","","True",,
"postgres","0","400","4618403840","18120704","2965504","13408",,,,,,,,,,"Process",,,"8",,,,,"5560",".",,,,"13408","13408","2965504","2965504","492888","492888","3051520","3051520","21635072","21635072","4630986752","336019456",,,"2965504","2965504","postgres",,"0",,"System.Diagnostics.ProcessThreadCollection","400","4618403840","323436544","False",,,,"18120704","18120704",,,,,,"0","","True",,
"postgres","0","362","4574375936","8957952","3579904","11400",,,,,,,,,,"Process",,,"8",,,,,"5964",".",,,,"11400","11400","3579904","3579904","486688","486688","3731456","3731456","10944512","10944512","4626776064","331808768",,,"3579904","3579904","postgres",,"0",,"System.Diagnostics.ProcessThreadCollection","362","4574375936","279408640","False",,,,"8957952","8957952",,,,,,"0","","True",,
"postgres","0","360","4572250112","10960896","2961408","10992",,,,,,,,,,"Process",,,"8",,,,,"5972",".",,,,"10992","10992","2961408","2961408","484584","484584","3100672","3100672","14372864","14372864","4626776064","331808768",,,"2961408","2961408","postgres",,"0",,"System.Diagnostics.ProcessThreadCollection","360","4572250112","277282816","False",,,,"10960896","10960896",,,,,,"0","","True",,
"postgres","0","362","4574375936","8835072","3584000","11400",,,,,,,,,,"Process",,,"8",,,,,"5996",".",,,,"11400","11400","3584000","3584000","486688","486688","3715072","3715072","10809344","10809344","4626776064","331808768",,,"3584000","3584000","postgres",,"0",,"System.Diagnostics.ProcessThreadCollection","362","4574375936","279408640","False",,,,"8835072","8835072",,,,,,"0","","True",,
"postgres","0","357","4576100352","8032256","2658304","10992",,,,,,,,,,"Process",,,"8",,,,,"6060",".",,,,"10992","10992","2658304","2658304","191896","191896","2785280","2785280","9773056","9773056","4626333696","331366400",,,"2658304","2658304","postgres",,"0",,"System.Diagnostics.ProcessThreadCollection","357","4576100352","281133056","False",,,,"8032256","8032256",,,,,,"0","","True",,
"postgres","0","362","4572250112","9662464","3014656","10992",,,,,,,,,,"Process",,,"8",,,,,"6140",".",,,,"10992","10992","3014656","3014656","484680","484680","3104768","3104768","11259904","11259904","4626776064","331808768",,,"3014656","3014656","postgres",,"0",,"System.Diagnostics.ProcessThreadCollection","362","4572250112","277282816","False",,,,"9662464","9662464",,,,,,"0","","True",,
"Postman Agent","1","250","2220845457408","38764544","12709888","15088","C:\Users\esteb\AppData\Local\Postman-Agent\app-0.4.17\Postman Agent.exe","""C:\Users\esteb\AppData\Local\Postman-Agent\app-0.4.17\Postman Agent.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --user-data-dir=""C:\Users\esteb\AppData\Roaming\PostmanAgent"" --mojo-platform-channel-handle=2088 --field-trial-handle=1680,i,13727540077846137284,17136733651053573846,131072 --disable-features=SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand /prefetch:8","System.Diagnostics.Process (Postman Agent)","Postman","2.15625","0.4.17","0.4.17","Postman Agent","Postman Agent","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5056","8",,"False","11/20/2023 12:51:05 PM",,"12204",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","15088","15088","12709888","12709888","493928","493928","13008896","13008896","39694336","39694336","2220911521792","413429760","True","Normal","12709888","12709888","Postman Agent","255","1",,"System.Diagnostics.ProcessThreadCollection","250","2220845457408","347365376","False",,,,"38764544","38764544",,"System.Diagnostics.ProcessModule (Postman Agent.exe)","00:00:01.0156250","00:00:02.1562500","00:00:01.1406250","0","","True",,
"Postman Agent","1","545","2225444458496","46108672","102535168","51496","C:\Users\esteb\AppData\Local\Postman-Agent\app-0.4.17\Postman Agent.exe","""C:\Users\esteb\AppData\Local\Postman-Agent\app-0.4.17\Postman Agent.exe"" ",,"Postman","14.65625","0.4.17","0.4.17","Postman Agent","Postman Agent","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5932","8",,"False","11/20/2023 12:51:02 PM",,"16108",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","51496","51496","102535168","102535168","588456","588456","126746624","126746624","155033600","155033600","2225528311808","735252480","True","Normal","102535168","102535168","Postman Agent","255","1",,"System.Diagnostics.ProcessThreadCollection","545","2225444458496","651399168","False",,,,"46108672","46108672",,"System.Diagnostics.ProcessModule (Postman Agent.exe)","00:00:05.9375000","00:00:14.6562500","00:00:08.7187500","0","","True",,
"Postman Agent","1","493","2221173858304","46776320","33996800","23016","C:\Users\esteb\AppData\Local\Postman-Agent\app-0.4.17\Postman Agent.exe","""C:\Users\esteb\AppData\Local\Postman-Agent\app-0.4.17\Postman Agent.exe"" --type=gpu-process --user-data-dir=""C:\Users\esteb\AppData\Roaming\PostmanAgent"" --gpu-preferences=UAAAAAAAAADgAAAYAAAAAAAAAAAAAAAAAABgAAAAAAAwAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEgAAAAAAAAASAAAAAAAAAAYAAAAAgAAABAAAAAAAAAAGAAAAAAAAAAQAAAAAAAAAAAAAAAOAAAAEAAAAAAAAAABAAAADgAAAAgAAAAAAAAACAAAAAAAAAA= --mojo-platform-channel-handle=1664 --field-trial-handle=1680,i,13727540077846137284,17136733651053573846,131072 --disable-features=SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand /prefetch:2","System.Diagnostics.Process (Postman Agent)","Postman","0.921875","0.4.17","0.4.17","Postman Agent","Postman Agent","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2580","10",,"False","11/20/2023 12:51:04 PM",,"16276",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","23016","23016","33996800","33996800","939344","939344","34078720","34078720","58150912","58150912","2221215809536","717717504","True","AboveNormal","33996800","33996800","Postman Agent","255","1",,"System.Diagnostics.ProcessThreadCollection","493","2221173858304","675766272","False",,,,"46776320","46776320",,"System.Diagnostics.ProcessModule (Postman Agent.exe)","00:00:00.3125000","00:00:00.9218750","00:00:00.6093750","0","","True",,
"powershell","1","484","2204018442240","49065984","60616704","26880","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -Version 5.1 -s -NoLogo -NoProfile","System.Diagnostics.Process (pwsh)","Microsoft Corporation","3.484375","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Windows PowerShell","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6328","8",,"False","11/27/2023 6:50:38 AM",,"24864",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","26880","26880","60616704","60616704","509832","509832","133058560","133058560","151040000","151040000","2204045864960","727642112","True","Normal","60616704","60616704","powershell","255","1",,"System.Diagnostics.ProcessThreadCollection","484","2204018442240","700219392","False",,,,"49065984","49065984",,"System.Diagnostics.ProcessModule (powershell.exe)","00:00:01.1406250","00:00:03.4843750","00:00:02.3437500","0","","True",,
"powershell_ise","1","708","5506768896","131252224","190816256","49272",,,,,"2.890625",,,,,"Process",,,"8",,"False","11/27/2023 7:33:20 AM",,"7732",".",,,,"49272","49272","190816256","190816256","1170336","1170336","201740288","201740288","240726016","240726016","5544652800","1249685504",,,"190816256","190816256","powershell_ise",,"1",,"System.Diagnostics.ProcessThreadCollection","708","5506768896","1211801600","False",,,,"131252224","131252224",,,"00:00:00.4531250","00:00:02.8906250","00:00:02.4375000","1051182","Administrator: Windows PowerShell ISE","True",,
"PresentationFontCache","0","245","4875833344","18206720","24846336","28488",,,,,,,,,,"Process",,,"8",,,,,"6264",".",,,,"28488","28488","24846336","24846336","251568","251568","28028928","28028928","22388736","22388736","4883701760","588734464",,,"24846336","24846336","PresentationFontCache",,"0",,"System.Diagnostics.ProcessThreadCollection","245","4875833344","580866048","False",,,,"18206720","18206720",,,,,,"0","","True",,
"pwsh","1","1049","2204367007744","380887040","342847488","110056","C:\Program Files\PowerShell\7\pwsh.exe","""C:\Program Files\PowerShell\7\pwsh.exe"" -WorkingDirectory ~","System.Diagnostics.Process (explorer)","Microsoft Corporation","15.890625","7.2.16.500","7.2.16 SHA: 376f28dbb70e2e0ad40372615cfd2ef702d6df5f","pwsh","PowerShell","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6108","8",,"False","11/27/2023 5:52:41 AM",,"5880",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","110056","110056","342847488","342847488","657856","657856","358965248","358965248","399421440","399421440","2204401106944","1082884096","True","Normal","342847488","342847488","pwsh","255","1",,"System.Diagnostics.ProcessThreadCollection","1049","2204367007744","1048784896","False",,,,"380887040","380887040",,"System.Diagnostics.ProcessModule (pwsh.exe)","00:00:06.7968750","00:00:15.8906250","00:00:09.0937500","853508","PowerShell 7 (x64)","True",,
"QAAdminAgent","1","265","4547907584","13373440","107986944","14752",,,,,,,,,,"Process",,,"8",,,,,"15404",".",,,,"14752","14752","107986944","107986944","213376","213376","107986944","107986944","19574784","19574784","4548956160","253988864",,,"107986944","107986944","QAAdminAgent",,"1",,"System.Diagnostics.ProcessThreadCollection","265","4547907584","252940288","False",,,,"13373440","13373440",,,,,,"0","","True",,
"QAAgent","1","299","4450377728","14594048","4538368","16648","C:\Program Files\Acer\Quick Access Service\QAAgent.exe","""C:\Program Files\Acer\Quick Access Service\QAAgent.exe""",,"Acer Incorporated","11.90625","3.0.3038.0","3.0.3038.0","QAAgent","Quick Access","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3884","8",,"False","11/20/2023 12:50:40 PM",,"15540",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","16648","16648","4538368","4538368","232688","232688","4751360","4751360","15400960","15400960","4453584896","158617600","True","Normal","4538368","4538368","QAAgent","255","1",,"System.Diagnostics.ProcessThreadCollection","299","4450377728","155410432","False",,,,"14594048","14594048",,"System.Diagnostics.ProcessModule (QAAgent.exe)","00:00:07.9843750","00:00:11.9062500","00:00:03.9218750","0","","True",,
"QASvc","0","218","4391976960","9682944","3289088","11352",,,,,,,,,,"Process",,,"8",,,,,"13896",".",,,,"11352","11352","3289088","3289088","121432","121432","3764224","3764224","12136448","12136448","4407156736","112189440",,,"3289088","3289088","QASvc",,"0",,"System.Diagnostics.ProcessThreadCollection","218","4391976960","97009664","False",,,,"9682944","9682944",,,,,,"0","","True",,
"Registry","0","0","224391168","33128448","14000128","34272",,,,,,,,,,"Process",,,"8",,,,,"152",".",,,,"34272","34272","14000128","14000128","442488","442488","190107648","190107648","437039104","437039104","681775104","681775104",,,"14000128","14000128","Registry",,"0",,"System.Diagnostics.ProcessThreadCollection","0","224391168","224391168","False",,,,"33128448","33128448",,,,,,"0","","True",,
"RichVideo64","0","138","4374007808","5914624","1462272","8080",,,,,,,,,,"Process",,,"8",,,,,"2932",".",,,,"8080","8080","1462272","1462272","87376","87376","1527808","1527808","7315456","7315456","4380299264","85331968",,,"1462272","1462272","RichVideo64",,"0",,"System.Diagnostics.ProcessThreadCollection","138","4374007808","79040512","False",,,,"5914624","5914624",,,,,,"0","","True",,
"RstMwService","0","294","2203450060800","15151104","4337664","15816",,,,,,,,,,"Process",,,"8",,,,,"4344",".",,,,"15816","15816","4337664","4337664","170320","170320","4861952","4861952","20930560","20930560","2203482722304","164499456",,,"4337664","4337664","RstMwService",,"0",,"System.Diagnostics.ProcessThreadCollection","294","2203450060800","131837952","False",,,,"15151104","15151104",,,,,,"0","","True",,
"RtkAudUService64","1","362","4438421504","15896576","4190208","23992","C:\Windows\System32\DriverStore\FileRepository\realtekservice.inf_amd64_5568742f23912666\RtkAudUService64.exe","""C:\Windows\System32\DriverStore\FileRepository\realtekservice.inf_amd64_5568742f23912666\RtkAudUService64.exe"" -background","System.Diagnostics.Process (explorer)","Realtek Semiconductor","19.0625","1.1.450.1","1.1.450.1","Realtek HD Audio Universal Service","Realtek HD Audio Universal Service","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6448","8",,"False","11/20/2023 12:50:33 PM",,"3720",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","23992","23992","4190208","4190208","198592","198592","5001216","5001216","17743872","17743872","4454871040","159903744","True","Normal","4190208","4190208","RtkAudUService64","255","1",,"System.Diagnostics.ProcessThreadCollection","362","4438421504","143454208","False",,,,"15896576","15896576",,"System.Diagnostics.ProcessModule (RtkAudUService64.exe)","00:00:10.1093750","00:00:19.0625000","00:00:08.9531250","0","","True",,
"RtkAudUService64","0","377","4420763648","14045184","4972544","23304",,,,,,,,,,"Process",,,"8",,,,,"4560",".",,,,"23304","23304","4972544","4972544","160360","160360","5312512","5312512","16023552","16023552","4431605760","136638464",,,"4972544","4972544","RtkAudUService64",,"0",,"System.Diagnostics.ProcessThreadCollection","377","4420763648","125796352","False",,,,"14045184","14045184",,,,,,"0","","True",,
"RuntimeBroker","1","152","2203422494720","11112448","2260992","10464","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","0.203125","10.0.22621.2506 (WinBuild.160101.0800)","10.0.22621.2506","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5128","8",,"False","11/20/2023 12:51:30 PM",,"1500",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10464","10464","2260992","2260992","132216","132216","2793472","2793472","12218368","12218368","2203428802560","110579712","True","Normal","2260992","2260992","RuntimeBroker","255","1",,"System.Diagnostics.ProcessThreadCollection","152","2203422494720","104271872","False",,,,"11112448","11112448",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:00.0156250","00:00:00.2031250","00:00:00.1875000","0","","True",,
"RuntimeBroker","1","671","2203556368384","35745792","9076736","27280","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","6.828125","10.0.22621.2506 (WinBuild.160101.0800)","10.0.22621.2506","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5572","8",,"False","11/20/2023 12:55:29 PM",,"8148",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","27280","27280","9076736","9076736","394144","394144","10956800","10956800","40157184","40157184","2203601879040","283656192","True","Normal","9076736","9076736","RuntimeBroker","255","1",,"System.Diagnostics.ProcessThreadCollection","671","2203556368384","238145536","False",,,,"35745792","35745792",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:02.7500000","00:00:06.8281250","00:00:04.0781250","0","","True",,
"RuntimeBroker","1","931","2203718049792","71110656","25993216","45112","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","19.03125","10.0.22621.2506 (WinBuild.160101.0800)","10.0.22621.2506","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3704","8",,"False","11/20/2023 12:50:19 PM",,"10468",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","45112","45112","25993216","25993216","569600","569600","41693184","41693184","83632128","83632128","2203912822784","594599936","True","Normal","25993216","25993216","RuntimeBroker","255","1",,"System.Diagnostics.ProcessThreadCollection","931","2203718049792","399826944","False",,,,"71110656","71110656",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:08.7031250","00:00:19.0312500","00:00:10.3281250","0","","True",,
"RuntimeBroker","1","376","2203503296512","30015488","8216576","20392","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","2.71875","10.0.22621.2506 (WinBuild.160101.0800)","10.0.22621.2506","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5552","8",,"False","11/20/2023 12:50:19 PM",,"10532",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","20392","20392","8216576","8216576","260696","260696","9240576","9240576","33710080","33710080","2203519492096","201269248","True","Normal","8216576","8216576","RuntimeBroker","255","1",,"System.Diagnostics.ProcessThreadCollection","376","2203503296512","185073664","False",,,,"30015488","30015488",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:01.0156250","00:00:02.7187500","00:00:01.7031250","0","","True",,
"RuntimeBroker","1","333","2203462946816","20602880","4427776","15696","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","0.734375","10.0.22621.2506 (WinBuild.160101.0800)","10.0.22621.2506","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6356","8",,"False","11/27/2023 5:24:51 AM",,"15036",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","15696","15696","4427776","4427776","208384","208384","6791168","6791168","26365952","26365952","2203487363072","169140224","True","Normal","4427776","4427776","RuntimeBroker","255","1",,"System.Diagnostics.ProcessThreadCollection","333","2203462946816","144723968","False",,,,"20602880","20602880",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:00.3906250","00:00:00.7343750","00:00:00.3437500","0","","True",,
"RuntimeBroker","1","153","2203422494720","11235328","2220032","10464","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","0.265625","10.0.22621.2506 (WinBuild.160101.0800)","10.0.22621.2506","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3656","8",,"False","11/20/2023 12:51:36 PM",,"17316",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10464","10464","2220032","2220032","132216","132216","2789376","2789376","12513280","12513280","2203428802560","110579712","True","Normal","2220032","2220032","RuntimeBroker","255","1",,"System.Diagnostics.ProcessThreadCollection","153","2203422494720","104271872","False",,,,"11235328","11235328",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:00.1093750","00:00:00.2656250","00:00:00.1562500","0","","True",,
"RuntimeBroker","1","243","2203486949376","14897152","2924544","13728","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","0.671875","10.0.22621.2506 (WinBuild.160101.0800)","10.0.22621.2506","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3376","8",,"False","11/20/2023 1:19:40 PM",,"21732",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","13728","13728","2924544","2924544","265552","265552","3960832","3960832","17674240","17674240","2203492458496","174235648","True","Normal","2924544","2924544","RuntimeBroker","255","1",,"System.Diagnostics.ProcessThreadCollection","243","2203486949376","168726528","False",,,,"14897152","14897152",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:00.2968750","00:00:00.6718750","00:00:00.3750000","0","","True",,
